"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","885","Check displaying of empty courses list","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1616","User registration with correct email, username and password","LMS system","2026-09-07","passed","2026-09-07","Registration","Authentication","",""
"","1292","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1816","User login with correct email and password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1289","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1212","Test displaying of dashboard page","LMS system","2026-09-07","passed","2026-09-07","Dashboard","Dashboard","",""
"","1006","Navigation from login page to registration page","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","5858","User login with correct email and password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","790","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1565","Create course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1134","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","855","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1198","Navigation from login page to registration page","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","2124","Edit course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1089","User registration with correct email, username and password","LMS system","2026-09-07","passed","2026-09-07","Registration","Authentication","",""
"","1166","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1440","Create course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","897","Test displaying of dashboard page","LMS system","2026-09-07","passed","2026-09-07","Dashboard","Dashboard","",""
"","3384","Edit course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1071","User registration with correct email, username and password","LMS system","2026-09-07","passed","2026-09-07","Registration","Authentication","",""
"","641","Check displaying of empty courses list","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1250","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","2250","User login with correct email and password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1439","Test displaying of dashboard page","LMS system","2026-09-07","passed","2026-09-07","Dashboard","Dashboard","",""
"","2696","Edit course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","893","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1598","Create course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","786","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","979","Check displaying of empty courses list","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","654","Navigation from login page to registration page","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
