01:07:46.261 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/dashboard
01:07:47.493 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
01:07:47.493 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
01:07:48.039 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
01:07:48.041 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
01:07:48.093 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
01:07:48.094 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
01:07:48.180 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
01:07:48.180 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
01:07:48.250 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
01:07:48.250 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
01:07:48.275 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
01:07:48.275 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
01:07:48.305 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
01:07:48.306 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
01:07:48.374 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
01:07:48.374 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
01:07:48.413 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
01:07:48.413 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
01:07:48.447 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
01:07:48.447 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
01:07:48.464 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
01:07:48.464 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
01:07:48.539 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-button" at index "0"
01:07:48.540 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Dashboard button" is visible
