01:52:16.375 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/auth/login
01:52:17.575 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
01:52:17.575 | 💡 INFO     | INPUT          | Filling input "Email" with value: "  "
01:52:18.345 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
01:52:18.345 | 💡 INFO     | INPUT          | Checking that input "Email" has value: "  "
01:52:18.423 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
01:52:18.423 | 💡 INFO     | INPUT          | Filling input "Password" with value: "password"
01:52:18.530 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
01:52:18.530 | 💡 INFO     | INPUT          | Checking that input "Password" has value: "password"
01:52:18.581 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-login-button" at index "0"
01:52:18.581 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Login"
01:52:19.120 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-wrong-email-or-password-alert" at index "0"
01:52:19.120 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Wrong email or password" is visible
01:52:19.145 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-wrong-email-or-password-alert" at index "0"
01:52:19.145 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Wrong email or password" has text: "Wrong email or password"
