01:52:35.383 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/auth/registration
01:52:36.791 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-email-input" at index "0"
01:52:36.791 | 💡 INFO     | INPUT          | Filling input "Email" with value: "emailtest@gmail.com"
01:52:37.424 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-email-input" at index "0"
01:52:37.424 | 💡 INFO     | INPUT          | Checking that input "Email" has value: "emailtest@gmail.com"
01:52:37.500 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-username-input" at index "0"
01:52:37.500 | 💡 INFO     | INPUT          | Filling input "Username" with value: "username"
01:52:37.704 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-username-input" at index "0"
01:52:37.704 | 💡 INFO     | INPUT          | Checking that input "Username" has value: "username"
01:52:37.790 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-password-input" at index "0"
01:52:37.791 | 💡 INFO     | INPUT          | Filling input "Password" with value: "password"
01:52:37.886 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-password-input" at index "0"
01:52:37.886 | 💡 INFO     | INPUT          | Checking that input "Password" has value: "password"
01:52:37.994 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-page-registration-button" at index "0"
01:52:37.994 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Registration"
01:52:38.496 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
01:52:38.496 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
01:52:39.164 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
01:52:39.164 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
