"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3670","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","1567","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3075","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","1565","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3105","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","1210","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","1907","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","4163","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","6711","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","1974","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","7127","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3321","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3261","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2689","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","1521","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3849","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","5684","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2241","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","1590","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","11478","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3129","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","3148","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","4366","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","4080","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","1399","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","1841","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","1819","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2182","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3405","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","4919","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2432","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","1858","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2624","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
