"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2766","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","1217","Test displaying of dashboard page","LMS system","2026-09-09","passed","2026-09-09","Dashboard","Dashboard","",""
"","7566","User login with correct email and password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2335","Check displaying of empty courses list","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","4983","Create course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2938","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","4777","User login with correct email and password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3634","Navigation from login page to registration page","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","4932","User registration with correct email, username and password","LMS system","2026-09-09","passed","2026-09-09","Registration","Authentication","",""
"","4509","Create course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","3266","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","4098","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2190","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3219","User registration with correct email, username and password","LMS system","2026-09-09","passed","2026-09-09","Registration","Authentication","",""
"","2390","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2504","Enable course creation after filling valid form","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2999","Enable course creation after filling valid form","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","3829","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","14579","User login with correct email and password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2677","Test displaying of dashboard page","LMS system","2026-09-09","passed","2026-09-09","Dashboard","Dashboard","",""
"","2958","Create course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2419","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","5157","Edit course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","5702","Edit course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","1906","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3019","User registration with correct email, username and password","LMS system","2026-09-09","passed","2026-09-09","Registration","Authentication","",""
"","2230","Navigation from login page to registration page","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","1622","Navigation from login page to registration page","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3126","Check displaying of empty courses list","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","3833","Enable course creation after filling valid form","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","1841","Check displaying of empty courses list","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","3041","Test displaying of dashboard page","LMS system","2026-09-09","passed","2026-09-09","Dashboard","Dashboard","",""
"","6000","Edit course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
