21:14:38.994 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/courses
21:14:39.974 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
21:14:39.974 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
21:14:40.266 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:14:40.267 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
21:14:40.281 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:14:40.281 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
21:14:40.298 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
21:14:40.299 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
21:14:40.314 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
21:14:40.315 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
21:14:40.330 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:14:40.330 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
21:14:40.340 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:14:40.340 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
21:14:40.355 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
21:14:40.355 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
21:14:40.362 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
21:14:40.362 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
21:14:40.378 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:14:40.378 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
21:14:40.402 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:14:40.402 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
21:14:40.422 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-button" at index "0"
21:14:40.422 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Dashboard button" is visible
21:14:40.443 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
21:14:40.443 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" is visible
21:14:40.464 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
21:14:40.464 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" has text: "UI Course"
21:14:40.476 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
21:14:40.476 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" is visible
21:14:40.498 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
21:14:40.498 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" has text: "Welcome, username!"
21:14:40.510 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-toolbar-title-text" at index "0"
21:14:40.510 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses list title" is visible
21:14:40.522 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-toolbar-title-text" at index "0"
21:14:40.522 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses list title" has text: "Courses"
21:14:40.537 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-toolbar-create-course-button" at index "0"
21:14:40.537 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Create course button" is visible
21:14:40.545 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-empty-view-icon" at index "0"
21:14:40.545 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Icon" is visible
21:14:40.554 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-empty-view-title-text" at index "0"
21:14:40.554 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" is visible
21:14:40.559 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-empty-view-title-text" at index "0"
21:14:40.559 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" has text: "There is no results"
21:14:40.565 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-empty-view-description-text" at index "0"
21:14:40.565 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Description" is visible
21:14:40.570 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-empty-view-description-text" at index "0"
21:14:40.570 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Description" has text: "Results from the load test pipeline will be displayed here"
