21:14:16.610 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/auth/login
21:14:17.610 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
21:14:17.610 | 💡 INFO     | INPUT          | Filling input "Email" with value: "  "
21:14:18.018 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
21:14:18.018 | 💡 INFO     | INPUT          | Checking that input "Email" has value: "  "
21:14:18.073 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
21:14:18.073 | 💡 INFO     | INPUT          | Filling input "Password" with value: "password"
21:14:18.202 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
21:14:18.203 | 💡 INFO     | INPUT          | Checking that input "Password" has value: "password"
21:14:18.222 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-login-button" at index "0"
21:14:18.222 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Login"
21:14:18.543 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-wrong-email-or-password-alert" at index "0"
21:14:18.543 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Wrong email or password" is visible
21:14:18.559 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-wrong-email-or-password-alert" at index "0"
21:14:18.559 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Wrong email or password" has text: "Wrong email or password"
