"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1924","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","5719","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2400","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2887","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","4698","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2661","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","1365","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2611","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","3681","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2951","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","1631","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","11417","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2102","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","1937","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","1815","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2500","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","2149","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2641","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","4630","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","1346","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","3798","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2829","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","1988","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3001","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3577","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3779","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","2372","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","1768","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","1819","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2548","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3096","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","6292","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","5157","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
