"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2609","User login with wrong email or password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","2178","User login with wrong email or password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","4503","Create course","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","838","Check displaying of empty courses list","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","3892","User registration with correct email, username and password","LMS system","2026-09-08","passed","2026-09-08","Registration","Authentication","",""
"","8059","Edit course","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","3080","User registration with correct email, username and password","LMS system","2026-09-08","passed","2026-09-08","Registration","Authentication","",""
"","2757","Enable course creation after filling valid form","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","4745","User login with correct email and password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","2281","User login with wrong email or password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","2112","User login with wrong email or password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","3419","User login with correct email and password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","3081","Check displaying of empty courses list","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","2096","User login with wrong email or password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","1694","User login with wrong email or password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","6715","Edit course","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","3061","User registration with correct email, username and password","LMS system","2026-09-08","passed","2026-09-08","Registration","Authentication","",""
"","3024","User login with wrong email or password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","2641","User login with wrong email or password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","3389","Test displaying of dashboard page","LMS system","2026-09-08","passed","2026-09-08","Dashboard","Dashboard","",""
"","4715","Enable course creation after filling valid form","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","1640","Navigation from login page to registration page","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","1514","Test displaying of dashboard page","LMS system","2026-09-08","passed","2026-09-08","Dashboard","Dashboard","",""
"","4262","Create course","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","3973","Navigation from login page to registration page","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","2424","Navigation from login page to registration page","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","3763","User login with wrong email or password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","4738","Edit course","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","5788","Create course","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","2479","Enable course creation after filling valid form","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","16501","User login with correct email and password","LMS system","2026-09-08","passed","2026-09-08","Authorization","Authentication","",""
"","2252","Check displaying of empty courses list","LMS system","2026-09-08","passed","2026-09-08","Courses","Courses","",""
"","2321","Test displaying of dashboard page","LMS system","2026-09-08","passed","2026-09-08","Dashboard","Dashboard","",""
