"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3807","Test displaying of dashboard page","LMS system","2026-09-10","passed","2026-09-10","Dashboard","Dashboard","",""
"","1826","User login with wrong email or password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","7556","Edit course","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","2621","User login with wrong email or password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","1926","Check displaying of empty courses list","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","2332","Navigation from login page to registration page","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","2409","User registration with correct email, username and password","LMS system","2026-09-10","passed","2026-09-10","Registration","Authentication","",""
"","12390","User login with correct email and password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","3732","Create course","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","6560","User login with correct email and password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","5711","Edit course","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","4301","Create course","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","1376","Navigation from login page to registration page","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","2051","Check displaying of empty courses list","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","2600","Enable course creation after filling valid form","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","4106","Create course","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","2375","User login with wrong email or password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","2345","User registration with correct email, username and password","LMS system","2026-09-10","passed","2026-09-10","Registration","Authentication","",""
"","9326","Edit course","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","1706","User login with wrong email or password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","2941","Navigation from login page to registration page","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","2432","User login with wrong email or password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","1949","Test displaying of dashboard page","LMS system","2026-09-10","passed","2026-09-10","Dashboard","Dashboard","",""
"","2659","User login with wrong email or password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","1731","User login with wrong email or password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","3534","Check displaying of empty courses list","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","4510","User login with correct email and password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","4160","User registration with correct email, username and password","LMS system","2026-09-10","passed","2026-09-10","Registration","Authentication","",""
"","3048","Test displaying of dashboard page","LMS system","2026-09-10","passed","2026-09-10","Dashboard","Dashboard","",""
"","1725","User login with wrong email or password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","3606","Enable course creation after filling valid form","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
"","2015","User login with wrong email or password","LMS system","2026-09-10","passed","2026-09-10","Authorization","Authentication","",""
"","3714","Enable course creation after filling valid form","LMS system","2026-09-10","passed","2026-09-10","Courses","Courses","",""
