21:02:02.252 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/auth/registration
21:02:04.169 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-email-input" at index "0"
21:02:04.169 | 💡 INFO     | INPUT          | Filling input "Email" with value: "emailtest@gmail.com"
21:02:04.520 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-email-input" at index "0"
21:02:04.520 | 💡 INFO     | INPUT          | Checking that input "Email" has value: "emailtest@gmail.com"
21:02:04.552 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-username-input" at index "0"
21:02:04.552 | 💡 INFO     | INPUT          | Filling input "Username" with value: "username"
21:02:04.649 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-username-input" at index "0"
21:02:04.650 | 💡 INFO     | INPUT          | Checking that input "Username" has value: "username"
21:02:04.713 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-password-input" at index "0"
21:02:04.714 | 💡 INFO     | INPUT          | Filling input "Password" with value: "password"
21:02:04.793 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-form-password-input" at index "0"
21:02:04.794 | 💡 INFO     | INPUT          | Checking that input "Password" has value: "password"
21:02:04.808 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: registration-page-registration-button" at index "0"
21:02:04.808 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Registration"
21:02:04.982 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
21:02:04.982 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
21:02:05.366 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
21:02:05.367 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
21:02:05.414 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
21:02:05.414 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" is visible
21:02:05.472 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
21:02:05.472 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" has text: "UI Course"
21:02:05.514 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
21:02:05.514 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" is visible
21:02:05.569 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
21:02:05.569 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" has text: "Welcome, username!"
21:02:05.592 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
21:02:05.593 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
21:02:05.620 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:02:05.620 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
21:02:05.651 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:02:05.652 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
21:02:05.695 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
21:02:05.695 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
21:02:05.735 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
21:02:05.735 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
21:02:05.768 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:02:05.768 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
21:02:05.828 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:02:05.828 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
21:02:05.880 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
21:02:05.880 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
21:02:05.937 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
21:02:05.938 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
21:02:05.968 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:02:05.969 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
21:02:05.995 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:02:05.995 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
21:02:06.015 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-button" at index "0"
21:02:06.015 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Dashboard button" is visible
21:02:06.035 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
21:02:06.035 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Logout button"
21:02:06.141 | 💡 INFO     | BASE_COMPONENT | Checking that current url matches pattern: .*/#/auth/login
21:02:06.190 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
21:02:06.190 | 💡 INFO     | INPUT          | Filling input "Email" with value: "emailtest@gmail.com"
21:02:06.253 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
21:02:06.253 | 💡 INFO     | INPUT          | Checking that input "Email" has value: "emailtest@gmail.com"
21:02:06.269 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
21:02:06.270 | 💡 INFO     | INPUT          | Filling input "Password" with value: "password"
21:02:06.329 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
21:02:06.329 | 💡 INFO     | INPUT          | Checking that input "Password" has value: "password"
21:02:06.351 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-login-button" at index "0"
21:02:06.351 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Login"
21:02:06.650 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
