21:01:50.938 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/auth/login
21:01:51.963 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
21:01:51.964 | 💡 INFO     | INPUT          | Filling input "Email" with value: "user.name@gmail.com"
21:01:52.266 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
21:01:52.266 | 💡 INFO     | INPUT          | Checking that input "Email" has value: "user.name@gmail.com"
21:01:52.286 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
21:01:52.286 | 💡 INFO     | INPUT          | Filling input "Password" with value: "password"
21:01:52.340 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
21:01:52.340 | 💡 INFO     | INPUT          | Checking that input "Password" has value: "password"
21:01:52.353 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-login-button" at index "0"
21:01:52.354 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Login"
21:01:53.037 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-wrong-email-or-password-alert" at index "0"
21:01:53.038 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Wrong email or password" is visible
21:01:53.054 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-wrong-email-or-password-alert" at index "0"
21:01:53.054 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Wrong email or password" has text: "Wrong email or password"
