21:02:25.790 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/courses/create
21:02:27.661 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-title-text" at index "0"
21:02:27.661 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Create course title" is visible
21:02:27.976 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-title-text" at index "0"
21:02:27.976 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Create course title" has text: "Create course"
21:02:27.998 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-create-course-button" at index "0"
21:02:27.998 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Create course" is visible
21:02:28.021 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-create-course-button" at index "0"
21:02:28.021 | 💡 INFO     | BUTTON         | Checking that button "Create course" is disabled
21:02:28.039 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-title-input" at index "0"
21:02:28.040 | 💡 INFO     | INPUT          | Filling input "Title" with value: "Playwright"
21:02:28.158 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-title-input" at index "0"
21:02:28.159 | 💡 INFO     | INPUT          | Checking that input "Title" has value: "Playwright"
21:02:28.175 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-estimated-time-input" at index "0"
21:02:28.176 | 💡 INFO     | INPUT          | Filling input "Estimated time" with value: "2 weeks"
21:02:28.299 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-estimated-time-input" at index "0"
21:02:28.299 | 💡 INFO     | INPUT          | Checking that input "Estimated time" has value: "2 weeks"
21:02:28.326 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-description-input" at index "0"
21:02:28.326 | 💡 INFO     | TEXTAREA       | Filling textarea "Description" with value: "Playwright"
