21:20:05.380 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/courses/create
21:20:06.796 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-title-text" at index "0"
21:20:06.796 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Create course title" is visible
21:20:07.199 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-title-text" at index "0"
21:20:07.200 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Create course title" has text: "Create course"
21:20:07.219 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-create-course-button" at index "0"
21:20:07.219 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Create course" is visible
21:20:07.262 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-create-course-button" at index "0"
21:20:07.263 | 💡 INFO     | BUTTON         | Checking that button "Create course" is disabled
21:20:07.296 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-title-input" at index "0"
21:20:07.297 | 💡 INFO     | INPUT          | Filling input "Title" with value: "Playwright"
21:20:07.372 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-title-input" at index "0"
21:20:07.372 | 💡 INFO     | INPUT          | Checking that input "Title" has value: "Playwright"
21:20:07.385 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-estimated-time-input" at index "0"
21:20:07.386 | 💡 INFO     | INPUT          | Filling input "Estimated time" with value: "2 weeks"
21:20:07.490 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-estimated-time-input" at index "0"
21:20:07.490 | 💡 INFO     | INPUT          | Checking that input "Estimated time" has value: "2 weeks"
21:20:07.506 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-description-input" at index "0"
21:20:07.506 | 💡 INFO     | TEXTAREA       | Filling textarea "Description" with value: "Playwright"
21:20:07.620 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-description-input" at index "0"
21:20:07.620 | 💡 INFO     | TEXTAREA       | Checking that textarea "Description" has value: "Playwright"
21:20:07.658 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-max-score-input" at index "0"
21:20:07.658 | 💡 INFO     | INPUT          | Filling input "Max score" with value: "100"
21:20:07.771 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-max-score-input" at index "0"
21:20:07.771 | 💡 INFO     | INPUT          | Checking that input "Max score" has value: "100"
21:20:07.819 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-min-score-input" at index "0"
21:20:07.819 | 💡 INFO     | INPUT          | Filling input "Min score" with value: "10"
21:20:07.888 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-min-score-input" at index "0"
21:20:07.888 | 💡 INFO     | INPUT          | Checking that input "Min score" has value: "10"
21:20:07.922 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-preview-image-upload-widget-input" at index "0"
21:20:07.922 | 💡 INFO     | FILE_INPUT     | Setting input "testdata/files/image.png" for file input "Image upload input"
