21:19:56.504 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/courses/create
21:19:57.718 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-title-text" at index "0"
21:19:57.718 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Create course title" is visible
21:19:57.951 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-title-text" at index "0"
21:19:57.952 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Create course title" has text: "Create course"
21:19:57.984 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-create-course-button" at index "0"
21:19:57.985 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Create course" is visible
21:19:58.051 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-create-course-button" at index "0"
21:19:58.051 | 💡 INFO     | BUTTON         | Checking that button "Create course" is disabled
21:19:58.080 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-title-input" at index "0"
21:19:58.080 | 💡 INFO     | BASE_ELEMENT   | Checking that input "Title" is visible
21:19:58.099 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-title-input" at index "0"
21:19:58.099 | 💡 INFO     | INPUT          | Checking that input "Title" has value: ""
21:19:58.118 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-estimated-time-input" at index "0"
21:19:58.118 | 💡 INFO     | BASE_ELEMENT   | Checking that input "Estimated time" is visible
21:19:58.138 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-estimated-time-input" at index "0"
21:19:58.138 | 💡 INFO     | INPUT          | Checking that input "Estimated time" has value: ""
21:19:58.157 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-description-input" at index "0"
21:19:58.157 | 💡 INFO     | BASE_ELEMENT   | Checking that textarea "Description" is visible
21:19:58.168 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-description-input" at index "0"
21:19:58.168 | 💡 INFO     | TEXTAREA       | Checking that textarea "Description" has value: ""
21:19:58.192 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-max-score-input" at index "0"
21:19:58.192 | 💡 INFO     | BASE_ELEMENT   | Checking that input "Max score" is visible
21:19:58.203 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-max-score-input" at index "0"
21:19:58.203 | 💡 INFO     | INPUT          | Checking that input "Max score" has value: "0"
