21:49:23.963 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/dashboard
21:49:24.924 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
21:49:24.924 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
21:49:25.145 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:49:25.145 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
21:49:25.172 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:49:25.173 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
21:49:25.189 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
21:49:25.189 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
21:49:25.205 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
21:49:25.206 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
21:49:25.226 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:49:25.226 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
21:49:25.242 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:49:25.243 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
21:49:25.260 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
21:49:25.260 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
21:49:25.288 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
21:49:25.288 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
21:49:25.307 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:49:25.307 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
21:49:25.323 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:49:25.323 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
21:49:25.340 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-button" at index "0"
21:49:25.340 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Dashboard button" is visible
21:49:25.359 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
21:49:25.359 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" is visible
21:49:25.374 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
21:49:25.374 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" has text: "UI Course"
21:49:25.390 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
21:49:25.390 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" is visible
21:49:25.401 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
21:49:25.402 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" has text: "Welcome, username!"
21:49:25.413 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
21:49:25.413 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
21:49:25.428 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
