21:49:15.755 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/dashboard
21:49:17.301 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
21:49:17.302 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
21:49:18.003 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:49:18.004 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
21:49:18.116 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:49:18.116 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
21:49:18.205 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
21:49:18.207 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
21:49:18.267 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
21:49:18.267 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
21:49:18.293 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:49:18.293 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
21:49:18.328 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:49:18.328 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
21:49:18.384 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
21:49:18.384 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
21:49:18.408 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
21:49:18.409 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
21:49:18.436 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:49:18.436 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
21:49:18.468 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
21:49:18.468 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
21:49:18.489 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-button" at index "0"
21:49:18.489 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Dashboard button" is visible
21:49:18.544 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
