"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1985","Navigation from login page to registration page","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","3017","Check displaying of empty courses list","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","6696","User login with correct email and password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","14763","User login with correct email and password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","1426","Navigation from login page to registration page","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","3023","User registration with correct email, username and password","LMS system","2026-09-11","passed","2026-09-11","Registration","Authentication","",""
"","2207","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","4025","Enable course creation after filling valid form","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","5348","Create course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","2479","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","3955","Navigation from login page to registration page","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","7080","Edit course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","3208","Enable course creation after filling valid form","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1508","Test displaying of dashboard page","LMS system","2026-09-11","passed","2026-09-11","Dashboard","Dashboard","",""
"","2216","Test displaying of dashboard page","LMS system","2026-09-11","passed","2026-09-11","Dashboard","Dashboard","",""
"","1911","Check displaying of empty courses list","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","2415","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","4896","Create course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","2158","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","10154","Edit course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","3087","User registration with correct email, username and password","LMS system","2026-09-11","passed","2026-09-11","Registration","Authentication","",""
"","2342","Check displaying of empty courses list","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","2582","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","3600","Test displaying of dashboard page","LMS system","2026-09-11","passed","2026-09-11","Dashboard","Dashboard","",""
"","3658","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","3482","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","4512","Create course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","6152","Edit course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","2995","Enable course creation after filling valid form","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1799","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","4075","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","4034","User registration with correct email, username and password","LMS system","2026-09-11","passed","2026-09-11","Registration","Authentication","",""
"","5682","User login with correct email and password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
