"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4102","User login with correct email and password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","6333","Edit course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","2993","Create course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","4064","Edit course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1938","Check displaying of empty courses list","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1261","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","9359","User login with correct email and password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","1694","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","1156","Test displaying of dashboard page","LMS system","2026-09-11","passed","2026-09-11","Dashboard","Dashboard","",""
"","3678","User registration with correct email, username and password","LMS system","2026-09-11","passed","2026-09-11","Registration","Authentication","",""
"","2069","User registration with correct email, username and password","LMS system","2026-09-11","passed","2026-09-11","Registration","Authentication","",""
"","1058","Navigation from login page to registration page","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","944","Test displaying of dashboard page","LMS system","2026-09-11","passed","2026-09-11","Dashboard","Dashboard","",""
"","2635","Enable course creation after filling valid form","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1366","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","2641","Test displaying of dashboard page","LMS system","2026-09-11","passed","2026-09-11","Dashboard","Dashboard","",""
"","2015","User registration with correct email, username and password","LMS system","2026-09-11","passed","2026-09-11","Registration","Authentication","",""
"","5100","Edit course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1321","Check displaying of empty courses list","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","3927","Create course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","2143","Navigation from login page to registration page","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","2767","Create course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1408","Check displaying of empty courses list","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1605","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","1450","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","1179","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","865","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","1235","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","1559","Navigation from login page to registration page","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","5370","User login with correct email and password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","2706","Enable course creation after filling valid form","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","3383","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","2323","Enable course creation after filling valid form","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
