"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2268","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","4753","Create course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2354","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3948","Create course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2425","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3901","Create course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2811","Test displaying of dashboard page","LMS system","2026-09-09","passed","2026-09-09","Dashboard","Dashboard","",""
"","2921","Navigation from login page to registration page","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","1934","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3133","User registration with correct email, username and password","LMS system","2026-09-09","passed","2026-09-09","Registration","Authentication","",""
"","2705","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","1310","Test displaying of dashboard page","LMS system","2026-09-09","passed","2026-09-09","Dashboard","Dashboard","",""
"","3234","User registration with correct email, username and password","LMS system","2026-09-09","passed","2026-09-09","Registration","Authentication","",""
"","3130","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2479","Navigation from login page to registration page","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","4836","User login with correct email and password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3611","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","4767","Enable course creation after filling valid form","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2507","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","1766","Check displaying of empty courses list","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2421","Enable course creation after filling valid form","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","770","Check displaying of empty courses list","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","7017","Edit course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","7450","User login with correct email and password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","1967","Check displaying of empty courses list","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","5333","User registration with correct email, username and password","LMS system","2026-09-09","passed","2026-09-09","Registration","Authentication","",""
"","16585","User login with correct email and password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2247","Navigation from login page to registration page","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","7172","Edit course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","1568","Enable course creation after filling valid form","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","3701","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2902","Test displaying of dashboard page","LMS system","2026-09-09","passed","2026-09-09","Dashboard","Dashboard","",""
"","5934","Edit course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
