18:44:44.100 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/dashboard
18:44:45.601 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
18:44:45.601 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
18:44:46.369 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
18:44:46.369 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
18:44:46.418 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
18:44:46.418 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
18:44:46.477 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
18:44:46.479 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
18:44:46.503 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
18:44:46.503 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
18:44:46.537 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
18:44:46.537 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
18:44:46.546 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
18:44:46.546 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
18:44:46.566 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
18:44:46.566 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
18:44:46.603 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
18:44:46.604 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
18:44:46.640 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
18:44:46.640 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
18:44:46.662 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
18:44:46.662 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
18:44:46.717 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-button" at index "0"
18:44:46.717 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Dashboard button" is visible
18:44:46.759 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
18:44:46.759 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" is visible
18:44:46.790 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
18:44:46.790 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" has text: "UI Course"
18:44:46.864 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
18:44:46.864 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" is visible
18:44:46.895 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
18:44:46.896 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" has text: "Welcome, username!"
18:44:46.937 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
18:44:46.938 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
18:44:46.948 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-toolbar-title-text" at index "0"
18:44:46.948 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
18:44:46.964 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-widget-title-text" at index "0"
18:44:46.964 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" is visible
18:44:46.991 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-widget-title-text" at index "0"
18:44:46.991 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" has text: "Courses"
18:44:47.007 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-pie-chart" at index "0"
18:44:47.007 | 💡 INFO     | BASE_ELEMENT   | Checking that image "Chart" is visible
18:44:47.020 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: scores-widget-title-text" at index "0"
18:44:47.020 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" is visible
18:44:47.030 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: scores-widget-title-text" at index "0"
18:44:47.031 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" has text: "Scores"
18:44:47.046 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: scores-scatter-chart" at index "0"
18:44:47.046 | 💡 INFO     | BASE_ELEMENT   | Checking that image "Chart" is visible
18:44:47.057 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: activities-widget-title-text" at index "0"
18:44:47.058 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" is visible
18:44:47.074 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: activities-widget-title-text" at index "0"
18:44:47.074 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" has text: "Activities"
18:44:47.089 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: activities-line-chart" at index "0"
18:44:47.089 | 💡 INFO     | BASE_ELEMENT   | Checking that image "Chart" is visible
18:44:47.105 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: students-widget-title-text" at index "0"
18:44:47.105 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" is visible
18:44:47.119 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: students-widget-title-text" at index "0"
18:44:47.119 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" has text: "Students"
18:44:47.136 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: students-bar-chart" at index "0"
