"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1259","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1244","Navigation from login page to registration page","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","823","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1679","User login with correct email and password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1562","Create course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","907","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1150","Test displaying of dashboard page","LMS system","2026-09-07","passed","2026-09-07","Dashboard","Dashboard","",""
"","1634","User registration with correct email, username and password","LMS system","2026-09-07","passed","2026-09-07","Registration","Authentication","",""
"","3383","Edit course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1451","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1229","Enable course creation after filling valid form","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","643","Check displaying of empty courses list","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1168","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","893","Test displaying of dashboard page","LMS system","2026-09-07","passed","2026-09-07","Dashboard","Dashboard","",""
"","1025","Check displaying of empty courses list","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","2639","Edit course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","2309","User login with correct email and password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1169","User registration with correct email, username and password","LMS system","2026-09-07","passed","2026-09-07","Registration","Authentication","",""
"","1008","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1384","Test displaying of dashboard page","LMS system","2026-09-07","passed","2026-09-07","Dashboard","Dashboard","",""
"","1366","Create course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1251","User registration with correct email, username and password","LMS system","2026-09-07","passed","2026-09-07","Registration","Authentication","",""
"","2217","Edit course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","642","Navigation from login page to registration page","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1107","Enable course creation after filling valid form","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","892","Check displaying of empty courses list","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1757","Create course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","794","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","915","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1606","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","849","Enable course creation after filling valid form","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1013","Navigation from login page to registration page","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","5871","User login with correct email and password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
