18:51:10.891 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/courses
18:51:12.440 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
18:51:12.440 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
18:51:12.707 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
18:51:12.707 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
18:51:12.755 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
18:51:12.755 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
18:51:12.770 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
18:51:12.770 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
18:51:12.788 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
18:51:12.788 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
18:51:12.805 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
18:51:12.805 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
18:51:12.824 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
18:51:12.824 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
18:51:12.835 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
18:51:12.835 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
18:51:12.851 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
18:51:12.851 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
18:51:12.862 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
18:51:12.863 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
18:51:12.875 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
18:51:12.878 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
18:51:12.890 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-button" at index "0"
18:51:12.890 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Dashboard button" is visible
18:51:12.912 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
18:51:12.912 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" is visible
18:51:12.930 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-app-title-text" at index "0"
18:51:12.930 | 💡 INFO     | BASE_ELEMENT   | Checking that text "App title" has text: "UI Course"
18:51:12.950 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
18:51:12.950 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" is visible
18:51:12.969 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: navigation-navbar-welcome-title-text" at index "0"
18:51:12.969 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Welcome title" has text: "Welcome, username!"
18:51:12.991 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-toolbar-title-text" at index "0"
18:51:12.992 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses list title" is visible
18:51:13.020 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-toolbar-title-text" at index "0"
18:51:13.020 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses list title" has text: "Courses"
18:51:13.032 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-toolbar-create-course-button" at index "0"
18:51:13.032 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Create course button" is visible
18:51:13.040 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-empty-view-icon" at index "0"
18:51:13.042 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Icon" is visible
18:51:13.062 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-empty-view-title-text" at index "0"
18:51:13.062 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" is visible
18:51:13.080 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-empty-view-title-text" at index "0"
18:51:13.080 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" has text: "There is no results"
18:51:13.100 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-empty-view-description-text" at index "0"
18:51:13.100 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Description" is visible
18:51:13.124 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-list-empty-view-description-text" at index "0"
18:51:13.124 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Description" has text: "Results from the load test pipeline will be displayed here"
