18:51:24.529 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/dashboard
18:51:26.247 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
18:51:26.247 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
18:51:27.058 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
18:51:27.058 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
18:51:27.171 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
18:51:27.171 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
18:51:27.295 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
18:51:27.295 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
18:51:27.338 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
18:51:27.338 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
18:51:27.351 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
18:51:27.351 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
18:51:27.368 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
18:51:27.369 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
18:51:27.394 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
18:51:27.394 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
18:51:27.428 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
18:51:27.428 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
18:51:27.456 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
18:51:27.456 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
18:51:27.470 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
18:51:27.470 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" has text: "Dashboard"
