"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","616","Check displaying of empty courses list","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1090","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","801","Test displaying of dashboard page","LMS system","2026-09-07","passed","2026-09-07","Dashboard","Dashboard","",""
"","1317","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","670","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","833","Check displaying of empty courses list","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1043","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","637","Navigation from login page to registration page","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1853","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1184","User registration with correct email, username and password","LMS system","2026-09-07","passed","2026-09-07","Registration","Authentication","",""
"","1907","User login with correct email and password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","973","Check displaying of empty courses list","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","665","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1415","Create course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1118","Test displaying of dashboard page","LMS system","2026-09-07","passed","2026-09-07","Dashboard","Dashboard","",""
"","2551","Edit course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1055","User registration with correct email, username and password","LMS system","2026-09-07","passed","2026-09-07","Registration","Authentication","",""
"","948","Test displaying of dashboard page","LMS system","2026-09-07","passed","2026-09-07","Dashboard","Dashboard","",""
"","1866","Edit course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1761","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1197","Create course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","733","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","2361","Edit course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","4026","User login with correct email and password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1402","User registration with correct email, username and password","LMS system","2026-09-07","passed","2026-09-07","Registration","Authentication","",""
"","1102","User login with wrong email or password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","781","Navigation from login page to registration page","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1018","Navigation from login page to registration page","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
"","1131","Create course","LMS system","2026-09-07","passed","2026-09-07","Courses","Courses","",""
"","1678","User login with correct email and password","LMS system","2026-09-07","passed","2026-09-07","Authorization","Authentication","",""
