"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3760","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3663","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2638","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","4445","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","4225","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","6028","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","4731","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3925","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","2607","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2359","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","4859","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","1796","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3228","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2020","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2236","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","1246","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","2014","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","1938","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2285","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","7000","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2789","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","5370","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","4366","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2714","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","1989","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2953","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","7245","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3805","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","4632","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","1463","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3840","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","16425","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","7847","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
