20:00:39.011 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/auth/login
20:00:40.918 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
20:00:40.919 | 💡 INFO     | INPUT          | Filling input "Email" with value: "  "
20:00:41.340 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
20:00:41.340 | 💡 INFO     | INPUT          | Checking that input "Email" has value: "  "
20:00:41.448 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
20:00:41.448 | 💡 INFO     | INPUT          | Filling input "Password" with value: "password"
20:00:41.596 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
20:00:41.596 | 💡 INFO     | INPUT          | Checking that input "Password" has value: "password"
20:00:41.627 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-login-button" at index "0"
20:00:41.627 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Login"
20:00:41.860 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-wrong-email-or-password-alert" at index "0"
20:00:41.860 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Wrong email or password" is visible
20:00:41.895 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-wrong-email-or-password-alert" at index "0"
20:00:41.896 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Wrong email or password" has text: "Wrong email or password"
