20:01:24.012 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/courses/create
20:01:24.878 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-title-text" at index "0"
20:01:24.878 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Create course title" is visible
20:01:25.462 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-title-text" at index "0"
20:01:25.463 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Create course title" has text: "Create course"
20:01:25.478 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-create-course-button" at index "0"
20:01:25.479 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Create course" is visible
20:01:25.492 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-create-course-button" at index "0"
20:01:25.493 | 💡 INFO     | BUTTON         | Checking that button "Create course" is disabled
20:01:25.504 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-title-input" at index "0"
20:01:25.504 | 💡 INFO     | INPUT          | Filling input "Title" with value: "Playwright"
20:01:25.632 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-title-input" at index "0"
20:01:25.633 | 💡 INFO     | INPUT          | Checking that input "Title" has value: "Playwright"
20:01:25.646 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-estimated-time-input" at index "0"
20:01:25.647 | 💡 INFO     | INPUT          | Filling input "Estimated time" with value: "2 weeks"
20:01:25.736 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-estimated-time-input" at index "0"
20:01:25.736 | 💡 INFO     | INPUT          | Checking that input "Estimated time" has value: "2 weeks"
20:01:25.760 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-description-input" at index "0"
20:01:25.761 | 💡 INFO     | TEXTAREA       | Filling textarea "Description" with value: "Playwright"
20:01:25.837 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-description-input" at index "0"
20:01:25.837 | 💡 INFO     | TEXTAREA       | Checking that textarea "Description" has value: "Playwright"
20:01:25.869 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-max-score-input" at index "0"
20:01:25.869 | 💡 INFO     | INPUT          | Filling input "Max score" with value: "100"
20:01:25.961 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-max-score-input" at index "0"
20:01:25.962 | 💡 INFO     | INPUT          | Checking that input "Max score" has value: "100"
20:01:26.002 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-min-score-input" at index "0"
20:01:26.003 | 💡 INFO     | INPUT          | Filling input "Min score" with value: "10"
20:01:26.073 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-form-min-score-input" at index "0"
20:01:26.074 | 💡 INFO     | INPUT          | Checking that input "Min score" has value: "10"
20:01:26.085 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-preview-image-upload-widget-input" at index "0"
20:01:26.085 | 💡 INFO     | FILE_INPUT     | Setting input "testdata/files/image.png" for file input "Image upload input"
20:01:26.168 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-preview-image-upload-widget-preview-image" at index "0"
20:01:26.168 | 💡 INFO     | BASE_ELEMENT   | Checking that image "Preview image" is visible
20:01:26.246 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-preview-image-upload-widget-remove-button" at index "0"
20:01:26.247 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Remove image" is visible
20:01:26.263 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: create-course-toolbar-create-course-button" at index "0"
20:01:26.263 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Create course"
20:01:26.794 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: course-preview-image" at index "0"
20:01:26.794 | 💡 INFO     | BASE_ELEMENT   | Checking that image "Preview" is visible
20:01:26.908 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: course-widget-title-text" at index "0"
20:01:26.909 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Title" is visible
20:01:26.925 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: course-widget-title-text" at index "0"
