"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2369","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","2905","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","4613","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","4348","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3270","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3264","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","17868","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3052","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2573","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","4330","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","2388","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","4864","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2550","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","1585","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","2712","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","5218","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2106","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2654","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3400","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","7900","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","1804","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3127","Check displaying of empty courses list","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","5369","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","3820","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3698","Enable course creation after filling valid form","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","3515","User registration with correct email, username and password","LMS system","2026-09-13","passed","2026-09-13","Registration","Authentication","",""
"","2363","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","4547","Create course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","7259","User login with correct email and password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","6103","Edit course","LMS system","2026-09-13","passed","2026-09-13","Courses","Courses","",""
"","2239","User login with wrong email or password","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
"","2461","Test displaying of dashboard page","LMS system","2026-09-13","passed","2026-09-13","Dashboard","Dashboard","",""
"","3645","Navigation from login page to registration page","LMS system","2026-09-13","passed","2026-09-13","Authorization","Authentication","",""
