12:28:12.406 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/dashboard
12:28:13.721 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
12:28:13.721 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
12:28:14.153 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
12:28:14.154 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
12:28:14.194 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
12:28:14.195 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
12:28:14.226 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
12:28:14.226 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
12:28:14.253 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
12:28:14.253 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
12:28:14.272 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
12:28:14.272 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
12:28:14.297 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
12:28:14.297 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
12:28:14.327 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
12:28:14.329 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
12:28:14.357 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
12:28:14.357 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Dashboard icon" is visible
12:28:14.384 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-title-text" at index "0"
12:28:14.384 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Dashboard title" is visible
