21:02:07.264 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/dashboard
21:02:07.998 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-icon" at index "0"
21:02:08.000 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Logout icon" is visible
21:02:08.833 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:02:08.833 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" is visible
21:02:08.847 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-title-text" at index "0"
21:02:08.850 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Logout title" has text: "Logout"
21:02:08.868 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: logout-drawer-list-item-button" at index "0"
21:02:08.868 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Logout button" is visible
21:02:08.882 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-icon" at index "0"
21:02:08.882 | 💡 INFO     | BASE_ELEMENT   | Checking that icon "Courses icon" is visible
21:02:08.894 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:02:08.895 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" is visible
21:02:08.906 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-title-text" at index "0"
21:02:08.906 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Courses title" has text: "Courses"
21:02:08.918 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: courses-drawer-list-item-button" at index "0"
21:02:08.918 | 💡 INFO     | BASE_ELEMENT   | Checking that button "Courses button" is visible
21:02:08.929 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: dashboard-drawer-list-item-icon" at index "0"
