21:01:16.167 | 💡 INFO     | BASE_PAGE      | Opening the: ./#/auth/login
21:01:17.745 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
21:01:17.745 | 💡 INFO     | INPUT          | Filling input "Email" with value: "user.name@gmail.com"
21:01:18.107 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-email-input" at index "0"
21:01:18.107 | 💡 INFO     | INPUT          | Checking that input "Email" has value: "user.name@gmail.com"
21:01:18.147 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
21:01:18.149 | 💡 INFO     | INPUT          | Filling input "Password" with value: "password"
21:01:18.234 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-form-password-input" at index "0"
21:01:18.234 | 💡 INFO     | INPUT          | Checking that input "Password" has value: "password"
21:01:18.250 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-login-button" at index "0"
21:01:18.250 | 💡 INFO     | BASE_ELEMENT   | Clicking on button "Login"
21:01:18.846 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-wrong-email-or-password-alert" at index "0"
21:01:18.847 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Wrong email or password" is visible
21:01:18.863 | 🐛 DEBUG    | BASE_ELEMENT   | Getting locator with "data-testid: login-page-wrong-email-or-password-alert" at index "0"
21:01:18.863 | 💡 INFO     | BASE_ELEMENT   | Checking that text "Wrong email or password" has text: "Wrong email or password"
