"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2471","Enable course creation after filling valid form","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","4019","User login with correct email and password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","1765","Navigation from login page to registration page","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","2856","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","4282","Create course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","2213","Test displaying of dashboard page","LMS system","2026-09-11","passed","2026-09-11","Dashboard","Dashboard","",""
"","2471","User registration with correct email, username and password","LMS system","2026-09-11","passed","2026-09-11","Registration","Authentication","",""
"","3552","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","5800","Edit course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","5400","Edit course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1645","Test displaying of dashboard page","LMS system","2026-09-11","passed","2026-09-11","Dashboard","Dashboard","",""
"","1583","Check displaying of empty courses list","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1962","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","2609","User registration with correct email, username and password","LMS system","2026-09-11","passed","2026-09-11","Registration","Authentication","",""
"","3788","Create course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","3326","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","2441","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","11430","User login with correct email and password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","2571","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","4383","Edit course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","5298","User login with correct email and password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","1122","Test displaying of dashboard page","LMS system","2026-09-11","passed","2026-09-11","Dashboard","Dashboard","",""
"","2116","Check displaying of empty courses list","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","2587","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","3295","Create course","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","3122","Navigation from login page to registration page","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","2145","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","2071","Enable course creation after filling valid form","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","2199","Check displaying of empty courses list","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
"","1970","User login with wrong email or password","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","3837","User registration with correct email, username and password","LMS system","2026-09-11","passed","2026-09-11","Registration","Authentication","",""
"","1741","Navigation from login page to registration page","LMS system","2026-09-11","passed","2026-09-11","Authorization","Authentication","",""
"","3412","Enable course creation after filling valid form","LMS system","2026-09-11","passed","2026-09-11","Courses","Courses","",""
