"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4804","Create course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","5325","User login with correct email and password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","11226","Edit course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","3350","Navigation from login page to registration page","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2555","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","1765","Navigation from login page to registration page","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3334","Enable course creation after filling valid form","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2471","Navigation from login page to registration page","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2570","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3030","User registration with correct email, username and password","LMS system","2026-09-09","passed","2026-09-09","Registration","Authentication","",""
"","3776","Check displaying of empty courses list","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","4245","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","4904","Enable course creation after filling valid form","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","6751","Edit course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2165","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","1982","Check displaying of empty courses list","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","16802","User login with correct email and password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2898","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","2453","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","1623","Test displaying of dashboard page","LMS system","2026-09-09","passed","2026-09-09","Dashboard","Dashboard","",""
"","5414","Edit course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","3425","Enable course creation after filling valid form","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","4982","User registration with correct email, username and password","LMS system","2026-09-09","passed","2026-09-09","Registration","Authentication","",""
"","4313","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","4129","Create course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","2876","User registration with correct email, username and password","LMS system","2026-09-09","passed","2026-09-09","Registration","Authentication","",""
"","6653","User login with correct email and password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","5736","Create course","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
"","4084","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3469","Test displaying of dashboard page","LMS system","2026-09-09","passed","2026-09-09","Dashboard","Dashboard","",""
"","2542","User login with wrong email or password","LMS system","2026-09-09","passed","2026-09-09","Authorization","Authentication","",""
"","3242","Test displaying of dashboard page","LMS system","2026-09-09","passed","2026-09-09","Dashboard","Dashboard","",""
"","2508","Check displaying of empty courses list","LMS system","2026-09-09","passed","2026-09-09","Courses","Courses","",""
